Timestamp,Expression,R² Score,Complexity,Validation Score,Valid,Interpretation,Provider,Domain,source_file,source_path,date,timestamp,price_usd,volume_24h,volatility_7d,volatility_30d,days_in_position,expected_risk_score,il_percent,name,range_width,risk_category
2025-12-14T12:44:21.961614,sigma*(-1/((mu/10.139104 + mu*mu)/0.098267175)**1.0223906 + 1.0099877/mu) + 0.01954082,0.9998815659430618,19.0,50.5,False,,,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:44:49.070969,w2**2 + sqrt(0.21903545**w4 + 6.80639793237966*w3**2 + exp(w1**2)),0.8011425181381536,19.0,80.3,False,,,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:45:24.616523,mu + sigma*(-1.9723914),0.9992032285677878,5.0,94.0,True,"This expression calculates a downside risk threshold or stress-tested return level, representing app",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:45:58.962805,exp(-0.0122178014686921*(5947.3687**mu)**(1/4)/sigma),0.9925597259241932,10.0,71.3,False,,,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:46:34.547862,mu + sigma*(-1.9683368),0.9996075792836464,5.0,94.0,True,This expression calculates a risk-adjusted return or downside scenario by subtracting approximately ,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:47:10.162170,(w1 + w2 + w3)*0.33352685,0.9998676414376408,7.0,91.9,True,"This expression calculates approximately one-third of the total portfolio weight allocation, likely ",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:47:49.655922,w4*(w4*0.9995168 - 1*1.0035759) - (-w4 - 0.9244978) - (w2*w2/(-0.9987084) - (w1*w1 + w3*w3)) - 0.9229942,0.9995828298042472,27.0,91.9,True,This expression calculates a risk-adjusted portfolio metric that combines position-specific adjustme,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:48:19.534125,w1*w1 + w2*w2 + w3*w3,0.9994338242823776,11.0,100.0,True,"This calculates the sum of squared portfolio weights, representing the concentration risk or diversi",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:48:54.181116,mu - 1.9710606*sigma,0.998913601254502,5.0,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:49:19.055628,exp(exp(sigma*(sigma*(-368.92355) - 71.24929))*(mu + 1.6168212)*(sigma*(-17.2997) - 1.443462)*1.0627679)*(-1.23205),0.9314978485582566,23.0,83.5,False,,,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:50:32.519247,(w2 - 0.0441464*(w2 + exp(w2) - 1*1.1357564)/w3)*1.6581202*(w1/1.5799735 - 1*0.016574563)/w3,0.9936774378003244,22.0,88.3,True,This expression calculates a risk-adjusted portfolio metric that combines normalized asset weights w,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:51:42.424105,w1*w1 + w2*w2 + w4*w4 + 1.002818,0.6960676477816974,13.0,100.0,True,"This expression calculates a modified sum of squared portfolio weights, representing a risk metric t",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:52:29.060385,w2*w2 + w3*w3 + w4*w4 - 1*(-1.1277934),0.8245525971939112,13.0,100.0,True,This expression calculates a modified partial portfolio risk metric that measures the sum of squared,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:53:42.638561,(-w2 - 0.22031637)*(w2*(w2 - 1*(-1.0851152))*0.64763427/w3 - 0.29008752*(0.26195213 - (-w1 + w2))/w3)*exp(w2*(-1.2610654)),0.979585845365881,28.0,88.3,True,This expression calculates a risk-adjusted portfolio metric that combines exponential decay weightin,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:55:31.741357,mu - 1.648187*sigma,0.9998597248524822,5.0,94.0,True,"This expression calculates a risk-adjusted return threshold, representing the expected return minus ",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:56:47.263275,w1*w1 + w2*w2 + w3*w3,0.9976479501580507,11.0,100.0,True,"This expression calculates the sum of squared portfolio weights, representing the concentration risk",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:57:47.394823,w1*w1 + w2*w2 + w3*w3,0.9994128817370544,11.0,100.0,True,"This expression calculates the sum of squared portfolio weights, representing the concentration risk",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T12:58:38.890236,mu - 2.556234*sigma,0.9978420992620238,5.0,94.0,True,This expression calculates a risk-adjusted return metric that penalizes volatility more heavily than,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:00:13.499088,mu - 1.6434195*sigma,0.9994205404534932,5.0,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:00:59.170727,w2**2 + w3 + sqrt(0.10854732**w3 + 8.899978),0.5607176010011152,12.0,89.5,True,This expression calculates a composite risk measure that combines quadratic exposure to Asset 2 with,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:01:37.362651,mu - 1.9722327*sigma,0.9986829640053834,5.0,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:02:23.229005,w1*w1 - (-0.996875)*w2*w2 + w3*w3 + w4*w4,0.9984291355638985,17.0,100.0,True,This expression calculates a modified portfolio variance or risk metric where Asset 2 provides stron,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:03:56.953565,w1**2 + w2**2 + w3**2 + 1.21042862242385,0.7486449013553468,16.0,92.0,True,This expression calculates a modified portfolio risk measure that combines the sum of squared weight,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:04:50.841229,w3*w3 + w4*w4 + (2.2914963**w1 - w1)*1.981062,0.727812003476182,15.0,89.8,True,This expression calculates a composite risk measure that combines quadratic penalties for assets 3 a,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:05:19.748925,(-0.87467605 + 0.183612124709034*exp(-0.90171206*w2*log(w3**2)))*log(3.62085686186213*w3**2*exp(w2)),0.9293072464232122,24.0,78.8,False,,,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:05:58.276865,-w1 + w4*w4 + (-w2 + w2*w2 + w2 + w3*w3 + exp(w1) - 1*0.48996285 - 1*(-0.45122492))**0.942874,0.9277956324864596,26.0,91.3,True,This expression calculates a modified risk measure that combines portfolio weights through a power-t,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:07:23.497231,w2*(6.16926 - exp(1.7875072 - 0.16407593*w1/w3)),0.7452116222939336,12.0,89.8,True,"This expression calculates a risk-adjusted contribution metric for Asset 2, where the contribution i",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:08:04.796439,mu - 2.5641475*sigma,0.9981151661430304,5.0,94.0,True,This expression calculates a risk-adjusted return threshold that penalizes volatility by approximate,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:08:42.707759,mu - sigma/0.5098873,0.9998885885440988,5.0,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:11:11.124616,w1*w1 - (-w2*w2 + w3*(-0.99732876)*w3),0.9998985846918332,13.0,100.0,True,This expression calculates a modified portfolio risk metric that emphasizes Asset 1's contribution w,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:12:35.140059,w1*w1 + w2*w2 + w4*w4 + 1.0442967,0.8199488643009716,13.0,100.0,True,This expression calculates a modified portfolio risk metric that combines the sum of squared weights,anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
2025-12-14T13:13:14.823659,w1*w1 + w2*w2 + w3*w3,0.9981515453543688,11.0,100.0,True,"This expression calculates the sum of squared portfolio weights, representing the concentration risk",anthropic,risk,risk_synthetic_20251214_131315,risk_synthetic_20251214_131315.csv,,,,,,,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-01,1722466800.0,1816.61,1772186036.34,0.5436,0.4202,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-02,1722553200.0,1810.44,1649270277.38,0.4491,0.5074,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-03,1722639600.0,1738.03,814768530.29,0.4877,0.7065,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-04,1722726000.0,1694.12,1506686062.94,0.4375,0.6659,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-05,1722812400.0,1814.04,1339438645.33,0.6001,0.7,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-06,1722898800.0,1790.72,1914916728.11,0.5152,0.3036,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-07,1722985200.0,1842.49,1838364657.08,0.4032,0.5337,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-08,1723071600.0,1906.98,575684015.89,0.4026,0.6067,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-09,1723158000.0,1943.74,1836913841.88,0.2923,0.3275,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-10,1723244400.0,1948.7,998498143.45,0.5309,0.8694,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-11,1723330800.0,1933.44,1884175987.05,0.4676,0.292,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-12,1723417200.0,2023.93,1547899113.61,0.5559,0.6489,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-13,1723503600.0,1925.13,1205818812.16,0.529,0.5139,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-14,1723590000.0,1913.58,1045174018.21,0.5862,0.9579,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-15,1723676400.0,1998.81,987141632.88,0.395,0.5558,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-16,1723762800.0,2064.7,1768649393.74,0.422,0.7314,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-17,1723849200.0,2013.54,1108528973.36,0.4341,0.4572,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-18,1723935600.0,2002.31,953177189.82,0.2555,0.6149,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-19,1724022000.0,2052.17,738530434.38,0.3949,0.5582,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-20,1724108400.0,2155.98,1146722746.47,0.6426,0.5179,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-21,1724194800.0,2225.43,759628184.09,0.331,0.263,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-22,1724281200.0,2096.35,671484290.72,0.3404,0.4493,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-23,1724367600.0,2158.46,962053585.3,0.2819,0.7007,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-24,1724454000.0,2071.15,1729798593.14,0.3491,0.8045,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-25,1724540400.0,2105.13,708375106.24,0.2301,0.387,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-26,1724626800.0,2023.52,1491322090.65,0.3309,0.5983,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-27,1724713200.0,1967.21,808492522.85,0.5409,0.4325,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-28,1724799600.0,1893.71,1877752433.83,0.67,0.4267,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-29,1724886000.0,1859.21,1374090466.74,0.3129,0.3959,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-30,1724972400.0,1794.64,593615837.8,0.7698,0.2446,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-08-31,1725058800.0,1821.59,1968044344.63,0.5443,0.6536,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-01,1725145200.0,1855.54,1385245811.88,0.2829,0.3266,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-02,1725231600.0,1875.9,816824112.04,0.488,0.647,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-03,1725318000.0,1808.73,1040431832.97,0.3426,0.632,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-04,1725404400.0,1798.72,517404128.67,0.4002,0.4604,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-05,1725490800.0,1769.76,1962462540.61,0.5036,0.6319,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-06,1725577200.0,1686.51,1840373703.71,0.3335,0.1153,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-07,1725663600.0,1637.66,1136187026.86,0.513,0.3717,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-08,1725750000.0,1694.62,511144987.25,0.207,0.5538,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-09,1725836400.0,1655.72,1889846677.48,0.4153,0.5259,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-10,1725922800.0,1690.97,1052867898.12,0.1145,0.3031,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-11,1726009200.0,1757.92,1289612080.72,0.6086,0.2923,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-12,1726095600.0,1820.07,1285035191.74,0.3633,0.4543,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-13,1726182000.0,1746.4,1503075708.58,0.3748,0.3221,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-14,1726268400.0,1694.15,1855377908.91,0.4284,0.5436,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-15,1726354800.0,1693.7,1360947952.42,0.3814,0.7127,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-16,1726441200.0,1705.19,751262244.23,0.3815,0.2961,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-17,1726527600.0,1783.2,890664704.83,0.3145,0.3592,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-18,1726614000.0,1728.84,937629813.06,0.4472,0.5031,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-19,1726700400.0,1725.91,615293389.39,0.4741,0.401,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-20,1726786800.0,1691.39,885433580.89,0.439,0.2782,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-21,1726873200.0,1673.69,1488733460.53,0.3863,0.6407,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-22,1726959600.0,1643.44,771213786.3,0.4117,0.5411,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-23,1727046000.0,1676.62,1393316137.8,0.5746,0.2067,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-24,1727132400.0,1628.37,1074750489.42,0.3215,0.2776,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-25,1727218800.0,1697.92,1762749552.86,0.5608,0.6025,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-26,1727305200.0,1688.51,1196022392.05,0.2813,0.5838,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-27,1727391600.0,1691.48,850491967.57,0.3895,0.3682,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-28,1727478000.0,1755.42,1152101494.5,0.3853,0.8968,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-29,1727564400.0,1778.63,1295380134.32,0.5153,0.5252,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-09-30,1727650800.0,1756.14,1766358924.27,0.2825,0.3641,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-01,1727737200.0,1799.09,1703474541.36,0.4433,0.8148,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-02,1727823600.0,1796.09,862695452.58,0.3287,0.2474,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-03,1727910000.0,1762.72,1989822270.5,0.4415,0.5769,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-04,1727996400.0,1773.91,1116873149.92,0.2247,0.5019,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-05,1728082800.0,1829.2,877844160.72,0.6537,0.609,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-06,1728169200.0,1881.65,1840950446.23,0.492,0.8147,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-07,1728255600.0,2017.95,629579561.09,0.3347,0.4313,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-08,1728342000.0,1937.38,1704800098.77,0.479,0.6389,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-09,1728428400.0,1992.22,1490716769.58,0.5966,0.6507,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-10,1728514800.0,2027.26,1538332237.71,0.3227,0.252,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-11,1728601200.0,2135.52,915931222.33,0.5875,0.6258,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-12,1728687600.0,2155.04,1719201295.8,0.4749,0.6182,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-13,1728774000.0,2168.07,1088951667.9,0.4061,0.4741,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-14,1728860400.0,2132.67,1420949436.46,0.5772,0.6837,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-15,1728946800.0,2153.63,605618490.7,0.4134,0.2068,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-16,1729033200.0,2191.95,1479297999.0,0.4917,0.5503,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-17,1729119600.0,2210.58,994746303.98,0.44,0.5609,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-18,1729206000.0,2095.16,1217209139.12,0.2508,0.7332,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-19,1729292400.0,2080.24,838770262.93,0.2785,0.753,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-20,1729378800.0,2055.21,1302956114.73,0.5849,0.5405,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-21,1729465200.0,2076.7,1995523694.44,0.3638,0.3978,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-22,1729551600.0,2047.06,1761772380.69,0.4581,0.3848,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-23,1729638000.0,2133.44,1951269440.92,0.3828,0.4073,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-24,1729724400.0,2149.26,1533263873.6,0.139,0.5852,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-25,1729810800.0,2156.55,553547432.94,0.9466,0.6564,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-26,1729897200.0,2226.44,1689108757.76,0.3404,0.3655,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-27,1729983600.0,2243.94,1949861209.79,0.5858,0.5688,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-28,1730073600.0,2321.29,1108261784.0,0.5021,0.8329,,,,,,
,,,,,,,,,historical_prices,historical_prices.csv,2024-10-29,1730160000.0,2247.51,1805300044.35,0.2099,0.4751,,,,,,
,,,,,,,,,historical_prices_20251214_135738,historical_prices_20251214_135738.csv,2024-08-01,1722466800.0,1791.67,912543977.55,0.491,0.872,,,,,,
,,,,,,,,,historical_prices_20251214_135738,historical_prices_20251214_135738.csv,2024-08-02,1722553200.0,1676.82,630408248.94,0.4175,0.5732,,,,,,
,,,,,,,,,historical_prices_20251214_135738,historical_prices_20251214_135738.csv,2024-08-03,1722639600.0,1742.6,539803954.53,0.5187,0.8249,,,,,,
,,,,,,,,,historical_prices_20251214_135738,historical_prices_20251214_135738.csv,2024-08-04,1722726000.0,1724.0,1383898525.81,0.4562,0.5287,,,,,,
,,,,,,,,,historical_prices_20251214_135738,historical_prices_20251214_135738.csv,2024-08-05,1722812400.0,1661.44,1010375774.78,0.6607,0.9661,,,,,,
,,,,,,,,,historical_prices_20251214_135738,historical_prices_20251214_135738.csv,2024-08-06,1722898800.0,1679.78,645074565.25,0.5673,0.3274,,,,,,
