Timestamp,Expression,R² Score,Complexity,Validation Score,Valid,Interpretation,Provider,Domain
2025-12-14T12:42:52.690416,w2*(0.97082025 - 0.06834555/w3)*((w1 - 0.46755034)*1.2005765 - 1*(-0.39942828) + 0.023542037/w3)/w3 - (-1)*0.20354354/w3,0.9378971427043564,25,87.7,True,This expression calculates a risk-adjusted portfolio metric that combines asset weights with correct,anthropic,risk
2025-12-14T12:43:17.605953,mu*exp(sigma*(exp((sigma + sigma)*(-8.052729)) - 18.15679))/0.10187814,0.8994559920958164,15,83.0,False,,,risk
2025-12-14T12:43:58.963003,mu - 1.9560992*sigma,0.998408950578912,5,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk
2025-12-14T12:44:21.961614,sigma*(-1/((mu/10.139104 + mu*mu)/0.098267175)**1.0223906 + 1.0099877/mu) + 0.01954082,0.9998815659430618,19,50.5,False,,,risk
2025-12-14T12:44:49.070969,w2**2 + sqrt(0.21903545**w4 + 6.80639793237966*w3**2 + exp(w1**2)),0.8011425181381536,19,80.3,False,,,risk
2025-12-14T12:45:24.616523,mu + sigma*(-1.9723914),0.9992032285677878,5,94.0,True,"This expression calculates a downside risk threshold or stress-tested return level, representing app",anthropic,risk
2025-12-14T12:45:58.962805,exp(-0.0122178014686921*(5947.3687**mu)**(1/4)/sigma),0.9925597259241933,10,71.3,False,,,risk
2025-12-14T12:46:34.547862,mu + sigma*(-1.9683368),0.9996075792836464,5,94.0,True,This expression calculates a risk-adjusted return or downside scenario by subtracting approximately ,anthropic,risk
2025-12-14T12:47:10.162170,(w1 + w2 + w3)*0.33352685,0.9998676414376407,7,91.9,True,"This expression calculates approximately one-third of the total portfolio weight allocation, likely ",anthropic,risk
2025-12-14T12:47:49.655922,w4*(w4*0.9995168 - 1*1.0035759) - (-w4 - 0.9244978) - (w2*w2/(-0.9987084) - (w1*w1 + w3*w3)) - 0.9229942,0.9995828298042473,27,91.9,True,This expression calculates a risk-adjusted portfolio metric that combines position-specific adjustme,anthropic,risk
2025-12-14T12:48:19.534125,w1*w1 + w2*w2 + w3*w3,0.9994338242823776,11,100.0,True,"This calculates the sum of squared portfolio weights, representing the concentration risk or diversi",anthropic,risk
2025-12-14T12:48:54.181116,mu - 1.9710606*sigma,0.9989136012545019,5,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk
2025-12-14T12:49:19.055628,exp(exp(sigma*(sigma*(-368.92355) - 71.24929))*(mu + 1.6168212)*(sigma*(-17.2997) - 1.443462)*1.0627679)*(-1.23205),0.9314978485582566,23,83.5,False,,,risk
2025-12-14T12:50:32.519247,(w2 - 0.0441464*(w2 + exp(w2) - 1*1.1357564)/w3)*1.6581202*(w1/1.5799735 - 1*0.016574563)/w3,0.9936774378003244,22,88.3,True,This expression calculates a risk-adjusted portfolio metric that combines normalized asset weights w,anthropic,risk
2025-12-14T12:51:42.424105,w1*w1 + w2*w2 + w4*w4 + 1.002818,0.6960676477816974,13,100.0,True,"This expression calculates a modified sum of squared portfolio weights, representing a risk metric t",anthropic,risk
2025-12-14T12:52:29.060385,w2*w2 + w3*w3 + w4*w4 - 1*(-1.1277934),0.8245525971939112,13,100.0,True,This expression calculates a modified partial portfolio risk metric that measures the sum of squared,anthropic,risk
2025-12-14T12:53:42.638561,(-w2 - 0.22031637)*(w2*(w2 - 1*(-1.0851152))*0.64763427/w3 - 0.29008752*(0.26195213 - (-w1 + w2))/w3)*exp(w2*(-1.2610654)),0.979585845365881,28,88.3,True,This expression calculates a risk-adjusted portfolio metric that combines exponential decay weightin,anthropic,risk
2025-12-14T12:55:31.741357,mu - 1.648187*sigma,0.9998597248524822,5,94.0,True,"This expression calculates a risk-adjusted return threshold, representing the expected return minus ",anthropic,risk
2025-12-14T12:56:47.263275,w1*w1 + w2*w2 + w3*w3,0.9976479501580507,11,100.0,True,"This expression calculates the sum of squared portfolio weights, representing the concentration risk",anthropic,risk
2025-12-14T12:57:47.394823,w1*w1 + w2*w2 + w3*w3,0.9994128817370544,11,100.0,True,"This expression calculates the sum of squared portfolio weights, representing the concentration risk",anthropic,risk
2025-12-14T12:58:38.890236,mu - 2.556234*sigma,0.9978420992620238,5,94.0,True,This expression calculates a risk-adjusted return metric that penalizes volatility more heavily than,anthropic,risk
2025-12-14T13:00:13.499088,mu - 1.6434195*sigma,0.9994205404534932,5,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk
2025-12-14T13:00:59.170727,w2**2 + w3 + sqrt(0.10854732**w3 + 8.899978),0.5607176010011152,12,89.5,True,This expression calculates a composite risk measure that combines quadratic exposure to Asset 2 with,anthropic,risk
2025-12-14T13:01:37.362651,mu - 1.9722327*sigma,0.9986829640053834,5,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk
2025-12-14T13:02:23.229005,w1*w1 - (-0.996875)*w2*w2 + w3*w3 + w4*w4,0.9984291355638983,17,100.0,True,This expression calculates a modified portfolio variance or risk metric where Asset 2 provides stron,anthropic,risk
2025-12-14T13:03:56.953565,w1**2 + w2**2 + w3**2 + 1.21042862242385,0.7486449013553468,16,92.0,True,This expression calculates a modified portfolio risk measure that combines the sum of squared weight,anthropic,risk
2025-12-14T13:04:50.841229,w3*w3 + w4*w4 + (2.2914963**w1 - w1)*1.981062,0.727812003476182,15,89.8,True,This expression calculates a composite risk measure that combines quadratic penalties for assets 3 a,anthropic,risk
2025-12-14T13:05:19.748925,(-0.87467605 + 0.183612124709034*exp(-0.90171206*w2*log(w3**2)))*log(3.62085686186213*w3**2*exp(w2)),0.9293072464232122,24,78.8,False,,,risk
2025-12-14T13:05:58.276865,-w1 + w4*w4 + (-w2 + w2*w2 + w2 + w3*w3 + exp(w1) - 1*0.48996285 - 1*(-0.45122492))**0.942874,0.9277956324864596,26,91.3,True,This expression calculates a modified risk measure that combines portfolio weights through a power-t,anthropic,risk
2025-12-14T13:07:23.497231,w2*(6.16926 - exp(1.7875072 - 0.16407593*w1/w3)),0.7452116222939336,12,89.8,True,"This expression calculates a risk-adjusted contribution metric for Asset 2, where the contribution i",anthropic,risk
2025-12-14T13:08:04.796439,mu - 2.5641475*sigma,0.9981151661430304,5,94.0,True,This expression calculates a risk-adjusted return threshold that penalizes volatility by approximate,anthropic,risk
2025-12-14T13:08:42.707759,mu - sigma/0.5098873,0.9998885885440989,5,94.0,True,This expression calculates a risk-adjusted return metric that penalizes expected return by approxima,anthropic,risk
2025-12-14T13:11:11.124616,w1*w1 - (-w2*w2 + w3*(-0.99732876)*w3),0.9998985846918332,13,100.0,True,This expression calculates a modified portfolio risk metric that emphasizes Asset 1's contribution w,anthropic,risk
2025-12-14T13:12:35.140059,w1*w1 + w2*w2 + w4*w4 + 1.0442967,0.8199488643009716,13,100.0,True,This expression calculates a modified portfolio risk metric that combines the sum of squared weights,anthropic,risk
2025-12-14T13:13:14.823659,w1*w1 + w2*w2 + w3*w3,0.9981515453543689,11,100.0,True,"This expression calculates the sum of squared portfolio weights, representing the concentration risk",anthropic,risk
